corpus	text_source	tokenizer_id	order	vocab_size	train_docs	eval_docs	train_tokens	eval_tokens	eval_bytes	bits	bpb	bits_per_token	tokens_per_byte	oov_token_rate	roundtrip_ok	ngram_types
fineweb_ru_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/rus_Cyrl/train/000_00000.parquet	bpe_init_f1.15	3	34684	3973	1050	6068719	1227549	8946857	10794524.390963849	1.2065158067200412	8.786043608177973	0.13720449538871585	0.00015152144639440056	True	1:33106,2:1887204,3:4264117
fineweb_ru_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/rus_Cyrl/train/000_00000.parquet	bpe_init_f1.15	5	34684	3973	1050	6068719	1227549	8946857	10727762.586352771	1.1990537667420829	8.731703823910626	0.13720449538871585	0.00015152144639440056	True	1:33106,2:1887204,3:4264118,4:5289133,5:5647158
fineweb_ru_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/rus_Cyrl/train/000_00000.parquet	fsp_bpe_init_f1.15	1	34684	3973	1050	6071340	1228092	8946857	14581074.171079563	1.6297426203503156	11.86280687754512	0.13726518709307636	0.00015145445129517983	True	1:33033
fineweb_ru_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/rus_Cyrl/train/000_00000.parquet	fsp_bpe_init_f1.15	3	34684	3973	1050	6071340	1228092	8946857	10794109.278647725	1.2064694091620918	8.781824458563554	0.13726518709307636	0.00015145445129517983	True	1:33034,2:1886825,3:4264678
fineweb_ru_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/rus_Cyrl/train/000_00000.parquet	fsp_bpe_init_f1.15	5	34684	3973	1050	6071340	1228092	8946857	10727272.894997656	1.198999033403312	8.727448004378385	0.13726518709307636	0.00015145445129517983	True	1:33034,2:1886825,3:4264679,4:5290639,5:5649220
fineweb_ru_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/rus_Cyrl/train/000_00000.parquet	mingram_f1.15	1	34683	3973	1050	6048950	1224359	8946857	14597063.42463971	1.6315297567223561	11.911992995513913	0.13684794559698452	0.00015273298109459726	True	1:33090
fineweb_ru_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/rus_Cyrl/train/000_00000.parquet	mingram_f1.15	3	34683	3973	1050	6048950	1224359	8946857	10792177.041871782	1.2062534409426442	8.806999982758231	0.13684794559698452	0.00015273298109459726	True	1:33091,2:1903684,3:4271477
fineweb_ru_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/rus_Cyrl/train/000_00000.parquet	mingram_f1.15	5	34683	3973	1050	6048950	1224359	8946857	10727891.396080626	1.1990681639463585	8.7545394199656	0.13684794559698452	0.00015273298109459726	True	1:33091,2:1903684,3:4271478,4:5283552,5:5635334
fineweb_ru_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/rus_Cyrl/train/000_00000.parquet	convextok	1	34684	3973	1050	6067931	1227459	8946857	14599182.420178581	1.63176659917316	11.883659313996544	0.13719443599020303	0.00019063773209532865	True	1:32817
fineweb_ru_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/rus_Cyrl/train/000_00000.parquet	convextok	3	34684	3973	1050	6067931	1227459	8946857	10780890.679015676	1.2049919518123153	8.775589498339594	0.13719443599020303	0.00019063773209532865	True	1:32818,2:1902800,3:4268163
fineweb_ru_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/rus_Cyrl/train/000_00000.parquet	convextok	5	34684	3973	1050	6067931	1227459	8946857	10712308.550605869	1.1973264522508709	8.719763998966119	0.13719443599020303	0.00019063773209532865	True	1:32818,2:1902800,3:4268164,4:5279656,5:5639686
fineweb_ru_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/rus_Cyrl/train/000_00000.parquet	pathpiece_pb0.2	1	34684	3973	1050	6034759	1221951	8946857	14656455.974874565	1.6381681270723971	11.984009804468325	0.13657880080121992	0.0001710379548770777	True	1:33049
fineweb_ru_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/rus_Cyrl/train/000_00000.parquet	pathpiece_pb0.2	3	34684	3973	1050	6034759	1221951	8946857	10827719.337412141	1.2102260422193114	8.85340186754724	0.13657880080121992	0.0001710379548770777	True	1:33050,2:1946118,3:4281260
fineweb_ru_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/rus_Cyrl/train/000_00000.parquet	pathpiece_pb0.2	5	34684	3973	1050	6034759	1221951	8946857	10766797.907635257	1.2034167873293669	8.803588801346242	0.13657880080121992	0.0001710379548770777	True	1:33050,2:1946118,3:4281261,4:5277184,5:5626661
